Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M9_ALLSKY_SFC_SW_DWN,M10_ALLSKY_SFC_SW_DWN,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M9_PRECTOTCORR,M10_PRECTOTCORR,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M9_QV2M,M10_QV2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M9_RH2M,M10_RH2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M9_T2M,M10_T2M,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M9_T2MDEW,M10_T2MDEW,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M9_T2M_MAX,M10_T2M_MAX,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M9_T2M_MIN,M10_T2M_MIN,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M,M9_WS2M,M10_WS2M
2014,DALLAS,,,,22.36,21.44,23.21,22.73,18.31,16.1,3.12,3.27,2.98,1.3,0.96,2.59,11.09,15.77,14.08,14.33,13.17,10.15,65.1,71.46,61.63,58.33,62.45,64.85,22.69,27.12,28.28,29.43,26.43,21.12,14.55,20.93,19.1,19.3,17.76,13.39,35.12,36.14,40.06,39.8,39.07,35.94,6.41,17.33,17.67,19.29,13.26,7.01,3.46,3.51,2.44,2.61,2.44,2.93
2015,DALLAS,,,,16.64,24.17,26.23,23.05,20.26,15.07,12.87,4.5,0.9,0.46,0.98,7.86,14.26,17.33,16.82,13.67,12.64,8.56,85.31,81.0,70.2,53.63,56.07,55.62,21.92,26.28,28.64,30.15,27.8,21.51,19.15,22.51,22.0,18.54,17.17,10.5,29.71,33.38,38.53,41.93,39.41,36.72,13.0,14.46,21.71,19.17,17.12,9.81,3.11,2.43,3.0,2.61,2.46,2.74
2016,DALLAS,,,,19.86,24.77,25.38,20.38,19.83,16.3,4.63,3.97,2.2,3.94,2.55,1.64,13.09,17.12,17.12,16.26,14.64,11.2,80.95,79.06,68.66,68.97,69.42,69.26,21.21,26.5,29.32,28.66,26.14,21.61,17.52,22.24,22.31,21.44,19.42,15.11,31.68,33.75,38.77,40.96,36.81,32.81,8.46,16.35,22.52,20.56,11.48,9.41,2.85,2.27,2.98,2.32,2.24,2.86
2017,DALLAS,,,,21.86,22.55,24.42,19.02,19.91,16.44,1.36,5.65,2.74,4.54,0.91,1.42,10.69,15.78,16.78,16.56,12.55,8.81,61.65,74.54,67.9,72.67,61.83,59.34,23.12,26.31,29.33,27.62,25.86,19.49,14.18,20.92,21.95,21.73,16.91,10.28,36.52,38.32,39.36,36.82,36.78,34.41,6.65,18.42,21.58,19.39,14.55,0.49,3.38,2.71,2.3,2.5,2.58,3.08
2018,DALLAS,,,,23.07,24.99,23.96,22.44,15.39,11.77,1.84,0.92,0.83,2.73,6.53,8.75,13.53,14.8,13.41,14.91,15.75,11.34,67.37,56.26,47.03,60.16,78.09,83.42,25.66,30.53,32.43,29.51,25.45,18.04,18.38,19.85,18.18,19.83,20.9,14.95,37.75,40.82,45.33,39.27,37.15,31.43,13.39,20.38,22.72,20.99,13.46,4.39,2.86,3.49,2.51,2.76,2.19,2.71
2019,DALLAS,,,,19.63,22.86,25.7,21.71,20.36,14.47,6.33,3.85,0.61,2.32,0.41,3.31,14.13,16.82,16.11,15.96,14.16,8.54,81.52,80.54,67.44,58.54,55.88,60.92,22.47,25.75,28.65,31.24,29.92,18.89,18.91,21.89,21.19,21.09,19.17,9.95,30.23,33.74,39.28,41.24,39.68,37.02,10.0,16.26,19.34,23.44,22.11,-2.51,3.17,2.6,2.89,2.51,2.87,3.37
2020,DALLAS,,,,22.24,25.18,23.97,24.24,15.95,14.42,4.84,3.62,1.73,1.32,4.05,1.57,12.98,14.84,16.93,14.22,13.59,8.64,77.48,68.48,66.45,54.48,73.81,65.43,22.05,26.9,29.84,30.47,23.73,18.3,17.52,19.65,22.08,19.09,18.07,10.56,31.63,36.33,39.87,42.43,34.98,36.79,9.16,15.64,22.1,19.46,10.23,2.14,3.17,2.83,2.6,2.61,2.7,3.06
2021,DALLAS,,,,17.09,22.68,22.92,21.85,20.04,15.83,6.56,2.34,1.84,3.16,0.66,2.26,13.1,16.85,16.5,16.22,11.39,9.98,81.82,79.01,69.26,66.37,50.71,61.78,21.29,26.22,28.68,29.16,27.46,21.47,17.74,21.97,21.73,21.41,14.95,12.71,31.49,34.86,39.63,38.67,39.74,34.88,9.42,15.96,20.6,21.95,13.19,6.03,2.9,2.38,2.2,2.54,2.3,3.1
2022,DALLAS,,,,22.77,25.95,26.59,21.06,21.34,16.56,2.88,1.53,0.3,5.08,0.87,3.19,12.71,13.3,12.76,15.1,12.48,7.23,64.31,51.72,39.53,59.04,59.36,50.66,25.39,30.57,34.36,30.45,26.39,20.26,17.15,17.96,17.51,20.08,16.51,8.15,37.41,42.41,44.63,42.01,37.24,35.74,12.79,19.84,24.74,21.92,13.24,5.24,3.9,2.85,3.0,2.39,2.05,2.77
2023,DALLAS,,,,20.98,23.55,24.69,25.15,19.27,14.38,2.37,1.72,0.82,0.13,1.4,6.98,13.07,16.07,13.69,11.5,12.51,9.37,73.64,66.2,47.14,34.27,52.4,61.87,23.23,29.16,32.66,34.88,29.17,20.26,17.63,21.08,18.35,15.66,16.95,11.4,34.56,43.07,44.3,45.35,44.84,35.01,9.57,20.06,21.76,21.19,19.36,-0.21,2.23,2.52,2.79,2.7,2.46,3.16
2024,DALLAS,,,,18.84,24.46,23.36,23.47,18.97,17.76,7.59,3.55,1.08,0.39,3.16,0.39,15.49,17.14,15.23,12.95,12.46,8.37,81.49,75.22,61.68,44.85,60.47,46.6,24.1,27.52,29.52,32.63,26.12,23.61,20.44,22.26,20.34,17.68,16.8,10.35,34.13,38.08,39.64,43.78,39.15,37.34,13.6,19.79,21.05,23.24,13.18,6.09,2.83,2.61,2.79,2.63,2.22,2.79
2000,TAYLOR,,,,25.92,20.77,26.5,25.53,21.48,11.39,1.4,4.58,0.39,0.03,0.44,3.96,9.35,13.63,10.73,9.87,8.02,9.75,44.59,63.83,38.07,34.35,35.93,66.65,26.67,26.01,31.13,31.55,27.02,19.02,11.03,17.74,14.02,12.7,8.74,11.37,44.31,38.3,41.96,40.88,43.51,39.51,10.94,14.48,20.84,21.74,6.83,5.08,4.44,3.74,3.49,3.49,3.27,3.76
2001,TAYLOR,,,,23.85,27.12,26.87,21.64,20.52,17.03,2.36,0.71,0.2,2.15,2.53,1.14,10.36,11.56,11.76,13.04,11.21,7.14,55.82,48.04,40.07,53.42,59.74,52.57,24.08,28.58,31.85,28.68,23.53,18.15,13.03,15.12,15.49,17.07,14.23,7.06,39.21,40.23,42.74,39.78,37.08,32.72,10.92,17.11,20.1,19.7,8.65,3.47,3.76,4.05,3.5,2.73,2.8,3.77
2002,TAYLOR,,,,23.46,25.1,22.85,24.47,19.82,10.83,2.82,1.6,4.51,0.94,1.75,4.63,9.88,12.58,14.97,13.0,10.52,8.97,54.68,55.42,67.21,50.62,52.58,72.52,23.03,27.19,26.81,29.41,24.82,16.45,12.08,16.47,19.36,17.06,13.43,10.69,38.03,37.71,38.72,40.77,36.99,33.36,9.65,15.53,19.65,19.37,12.05,3.68,4.1,3.61,3.16,3.33,2.89,2.96
2003,TAYLOR,,,,22.54,24.96,26.61,21.31,18.44,15.11,1.79,5.98,0.21,1.83,1.61,1.83,9.35,13.85,12.57,12.58,11.25,8.74,48.99,67.46,49.52,48.88,61.07,59.1,24.77,25.11,29.52,29.67,23.4,19.49,11.1,17.95,16.55,16.55,14.59,10.16,39.54,36.29,40.5,43.12,34.06,32.2,12.34,13.81,20.75,18.1,13.26,6.11,3.5,3.04,3.24,2.96,3.05,2.88
2004,TAYLOR,,,,24.36,22.74,24.96,21.4,19.77,12.99,1.09,4.48,2.78,3.91,1.14,4.5,10.43,14.05,13.0,13.84,11.23,10.61,55.23,65.82,55.49,64.61,57.42,72.43,24.06,26.07,28.06,25.87,24.34,19.08,12.99,18.18,16.99,17.99,14.46,13.33,38.34,40.28,39.89,37.46,36.25,30.4,7.04,18.22,16.77,17.07,12.22,6.04,4.23,3.51,3.34,2.65,2.91,3.05
2005,TAYLOR,,,,20.51,26.22,24.65,21.63,20.67,15.56,3.2,1.17,2.6,6.08,0.49,2.58,10.99,12.84,13.45,14.82,11.61,8.84,65.4,55.79,54.42,66.69,53.03,64.18,21.85,27.45,28.62,26.52,26.5,17.97,14.14,16.65,17.66,19.14,15.17,10.42,36.97,38.36,41.01,35.41,39.64,34.25,6.84,17.58,18.34,18.29,14.22,1.23,3.41,3.71,2.81,2.42,2.93,2.87
2006,TAYLOR,,,,26.02,28.23,26.74,22.62,19.37,15.95,2.61,1.39,0.41,2.2,2.63,2.24,10.05,10.61,11.86,13.15,10.12,8.0,52.32,44.42,44.76,49.32,57.5,57.18,24.44,28.5,30.19,29.98,22.48,18.3,12.45,13.63,15.56,17.25,12.55,8.74,38.79,40.37,40.49,40.31,34.9,33.16,10.05,16.16,19.02,18.18,11.23,2.9,3.78,3.26,3.4,2.97,3.04,3.36
2007,TAYLOR,,,,18.6,22.2,22.38,23.18,18.75,17.99,3.97,5.34,2.41,4.72,1.66,0.58,12.23,14.52,15.14,15.75,13.94,8.5,75.07,71.28,72.16,69.8,70.24,55.58,21.12,24.97,25.49,26.83,24.5,19.52,16.03,18.76,19.58,20.18,18.18,9.3,31.73,35.91,33.5,36.29,32.9,32.97,12.64,16.07,18.83,20.5,14.04,4.11,2.99,3.02,2.43,3.23,2.83,3.48
2008,TAYLOR,,,,25.29,27.2,26.0,20.64,19.99,17.1,2.25,3.35,1.16,3.69,1.9,1.99,9.53,12.57,12.82,13.8,10.4,7.6,50.81,51.49,51.97,61.93,57.83,55.42,23.74,28.57,28.73,26.93,23.01,18.18,11.05,16.49,16.83,17.99,13.24,8.01,38.84,39.75,41.21,39.15,35.13,34.3,5.94,19.16,18.76,17.88,11.8,2.24,4.05,4.14,3.45,2.51,2.55,3.38
2009,TAYLOR,,,,21.61,24.25,24.97,24.48,16.65,12.86,2.32,2.85,3.98,0.89,3.16,2.86,10.38,12.36,13.17,12.43,11.42,8.34,58.92,50.37,53.76,48.42,64.53,65.28,22.89,28.74,28.7,29.24,22.71,16.47,13.18,16.14,17.2,16.31,14.77,8.95,39.44,40.61,40.68,39.45,36.1,33.33,9.38,14.54,19.29,17.49,9.37,2.08,3.18,3.58,2.87,3.17,3.09,3.62
2010,TAYLOR,,,,21.93,25.28,22.86,24.37,19.27,17.71,2.31,3.19,4.43,1.05,4.43,1.11,10.77,14.54,15.73,13.33,13.32,6.94,60.27,61.32,68.71,49.63,65.43,51.0,22.66,27.77,27.03,29.73,24.79,18.36,13.26,18.84,20.14,17.33,17.06,7.11,36.96,38.12,37.08,39.79,35.41,30.96,7.76,18.78,20.34,19.53,8.82,5.56,3.47,3.81,3.08,2.86,3.06,2.76
2011,TAYLOR,,,,25.42,28.84,26.91,24.93,21.04,16.86,1.06,0.5,0.13,1.42,0.5,3.07,7.64,10.08,11.05,11.64,7.46,7.39,41.0,36.06,35.06,39.86,36.1,54.88,24.04,31.35,32.92,32.14,25.7,18.24,7.47,12.83,14.49,15.14,7.93,7.53,43.45,43.66,42.23,42.57,39.55,33.48,5.33,20.64,24.06,20.75,12.63,2.04,4.38,4.67,3.42,3.13,2.87,3.4
2012,TAYLOR,,,,23.7,26.58,25.58,22.66,18.58,15.56,2.73,1.7,1.66,1.56,5.45,0.43,10.63,12.45,12.62,11.56,9.97,8.05,56.07,52.55,48.63,46.59,53.8,60.24,24.49,28.27,29.68,29.11,24.2,17.08,13.65,16.27,16.62,15.01,12.56,8.44,39.97,42.09,40.68,42.63,40.31,33.27,11.43,15.98,20.94,17.58,12.14,0.75,3.82,3.44,3.2,2.89,3.21,3.22
2013,TAYLOR,,,,23.33,26.37,24.05,24.55,19.04,15.31,1.71,2.83,4.03,1.4,2.79,1.4,9.56,12.65,12.67,12.77,11.51,8.54,53.25,54.56,54.86,50.5,55.26,61.23,22.8,27.6,27.56,29.09,25.59,18.33,10.88,16.49,16.29,16.83,14.91,9.63,40.08,41.06,39.95,40.24,39.26,32.92,2.58,15.83,17.04,18.88,11.63,2.06,4.22,3.7,3.11,2.91,2.84,3.39
2014,TAYLOR,,,,25.09,24.92,24.12,23.9,17.19,17.43,3.07,2.78,2.15,1.46,2.94,1.17,8.64,13.95,12.62,12.32,12.67,8.53,47.99,62.37,52.77,49.26,65.2,55.17,23.25,26.7,28.32,28.96,24.23,20.4,8.92,18.11,16.57,16.21,16.57,10.1,39.82,37.81,38.87,40.3,39.18,35.56,7.21,14.04,17.36,18.13,10.46,7.75,3.82,4.23,3.22,3.07,2.77,3.21
2015,TAYLOR,,,,19.73,26.3,26.53,23.32,20.63,15.69,7.02,3.2,3.23,0.8,0.51,3.95,12.15,14.43,14.41,12.9,11.8,8.49,73.5,67.03,59.37,50.9,53.12,56.96,21.35,26.07,28.21,29.08,26.57,19.9,15.65,18.76,18.76,16.94,15.44,9.96,31.29,35.48,37.96,40.51,36.78,34.52,9.69,15.54,16.82,17.66,16.94,5.14,3.67,3.16,3.43,2.98,3.06,3.03
2016,TAYLOR,,,,22.18,25.39,27.05,21.93,19.45,17.26,6.02,2.8,0.76,3.19,4.15,1.13,11.65,14.79,14.08,14.26,13.7,10.34,70.81,70.66,52.42,62.81,69.73,65.64,21.16,25.39,29.95,27.18,24.11,20.58,14.69,19.12,18.37,18.5,17.68,13.26,34.44,36.18,38.76,38.43,35.47,33.03,6.59,15.48,21.45,16.36,11.29,9.03,3.62,3.1,3.77,3.07,2.95,3.45
2017,TAYLOR,,,,24.14,25.67,25.71,20.39,18.76,17.49,2.57,2.6,2.07,3.07,3.49,0.27,9.03,13.74,13.81,14.23,11.1,8.06,53.02,61.3,53.35,62.37,56.68,55.42,22.19,27.02,29.45,26.94,24.83,18.04,10.68,17.92,18.09,18.43,14.26,7.87,37.34,41.1,39.3,37.14,39.21,32.0,7.18,17.44,21.02,16.08,14.33,1.11,3.78,3.34,2.77,2.7,3.09,3.56
2018,TAYLOR,,,,26.02,27.59,24.21,22.89,16.22,12.05,1.76,2.51,1.2,2.18,5.15,9.2,11.13,13.42,12.05,13.0,13.87,10.18,51.88,50.93,45.2,53.08,75.25,79.04,26.54,29.84,30.33,28.56,23.2,16.69,14.35,17.51,15.82,17.01,18.0,12.64,41.4,40.73,42.42,38.24,36.06,32.54,11.91,20.74,21.0,19.52,9.0,0.64,4.0,4.02,2.92,3.1,2.7,3.19
2019,TAYLOR,,,,20.81,25.9,27.24,23.63,20.61,15.99,5.72,2.57,0.66,0.53,1.25,0.41,12.28,14.54,13.77,13.91,13.17,6.93,74.4,69.93,56.63,49.48,54.46,49.96,21.08,25.33,28.13,30.98,28.05,17.39,15.73,18.74,17.82,18.14,17.27,5.62,33.12,38.26,38.57,42.09,37.07,34.71,7.06,14.81,17.33,21.69,20.59,-5.23,3.68,3.22,3.15,3.26,3.16,3.71
2020,TAYLOR,,,,26.35,27.27,25.27,24.26,17.81,16.49,1.72,2.38,1.32,0.65,5.67,0.4,10.09,12.52,13.42,11.77,11.8,6.85,52.82,54.63,49.19,43.24,69.1,53.98,24.31,27.25,30.53,30.49,21.86,17.28,12.58,15.86,17.44,15.48,14.92,6.48,40.69,39.06,43.24,43.32,35.66,37.35,8.68,14.21,21.84,19.36,7.88,-1.73,3.8,3.8,3.27,3.04,2.79,3.53
2021,TAYLOR,,,,20.36,25.17,24.07,22.69,21.14,17.47,5.17,2.74,2.65,1.87,0.9,1.6,11.78,14.7,14.85,14.35,10.94,8.74,72.85,67.0,64.02,59.73,49.33,55.41,20.92,26.46,27.46,28.05,26.43,20.33,15.24,18.98,19.21,18.62,13.77,9.94,34.1,38.46,38.73,38.76,38.8,34.68,8.88,14.48,20.11,17.14,12.32,6.68,3.62,3.05,2.54,3.07,2.85,3.42
2022,TAYLOR,,,,24.95,27.34,25.93,21.21,21.48,16.33,1.36,1.75,0.32,2.34,0.56,2.85,9.48,11.37,11.1,12.99,10.97,7.12,45.34,44.78,35.11,50.03,49.43,50.73,26.6,29.84,33.22,29.84,26.75,19.19,11.22,14.81,14.56,16.98,13.93,7.22,42.22,42.79,44.13,41.25,36.18,32.88,8.9,19.19,24.07,20.78,15.79,6.18,4.2,3.45,3.21,2.79,2.69,3.02
2023,TAYLOR,,,,22.75,25.03,26.36,25.08,20.24,15.69,4.6,2.64,1.27,0.28,2.45,3.31,11.83,12.69,12.32,10.56,12.18,8.54,66.26,53.96,43.39,33.67,52.7,57.42,23.0,28.73,31.48,32.87,28.05,19.21,15.28,16.33,16.04,13.74,15.94,9.16,37.43,44.53,43.2,43.87,42.54,34.68,11.41,16.3,19.92,20.33,17.44,-1.63,2.91,2.79,3.1,3.1,2.89,3.21
2024,TAYLOR,,,,21.67,26.29,25.62,24.4,19.55,18.05,4.38,1.52,1.06,0.64,4.94,0.07,12.03,14.39,13.15,11.73,12.49,8.21,61.98,57.1,50.24,40.25,64.9,46.9,24.59,29.2,29.86,32.09,23.95,22.67,15.17,18.6,17.24,15.36,16.12,9.67,39.92,40.91,41.17,45.19,36.13,36.87,13.1,19.47,19.98,22.03,12.87,9.18,3.37,3.68,3.18,3.15,2.41,3.23
2000,HASKELL,,,,26.08,20.06,25.94,25.48,21.45,11.8,1.43,4.71,0.39,0.07,0.26,3.74,8.91,13.58,10.79,9.69,7.67,9.53,42.33,62.97,37.63,32.26,33.68,64.48,26.93,26.34,31.64,32.39,27.49,19.41,10.38,17.8,14.22,12.57,8.26,11.09,45.7,39.58,42.91,41.91,44.0,41.02,10.67,14.61,21.09,22.04,7.22,4.68,4.27,3.57,3.41,3.43,3.24,3.5
2001,HASKELL,,,,24.33,27.65,27.24,22.07,20.21,16.94,2.33,0.85,0.18,1.98,2.18,1.16,10.23,11.44,11.7,13.0,10.84,6.9,54.27,46.22,38.11,51.53,56.97,50.23,24.37,29.23,32.82,29.39,23.95,18.53,12.95,15.07,15.54,17.16,13.81,6.72,38.85,41.67,43.71,40.37,38.17,33.63,10.33,17.4,21.04,20.09,9.09,3.75,3.5,3.99,3.51,2.7,2.77,3.57
2002,HASKELL,,,,22.65,25.46,23.15,23.79,19.95,10.63,1.97,2.07,4.39,1.03,1.55,4.37,9.6,12.6,14.91,12.94,10.29,8.73,52.69,54.59,64.68,49.02,50.62,71.04,23.32,27.64,27.6,29.97,25.23,16.5,11.78,16.63,19.44,17.14,13.21,10.4,37.84,37.96,39.81,41.39,37.88,33.74,9.9,15.54,20.17,19.83,11.84,3.39,3.96,3.57,3.07,3.25,2.88,2.81
2003,HASKELL,,,,23.09,25.28,27.14,22.0,18.32,14.94,1.83,5.66,0.12,1.76,1.12,0.83,9.13,13.64,12.23,12.37,10.75,8.18,48.07,65.51,46.19,46.31,57.14,54.26,24.75,25.54,30.43,30.5,23.9,20.15,10.84,17.82,16.24,16.42,13.97,9.29,39.48,37.48,41.86,44.18,34.9,34.28,12.46,14.22,21.29,18.5,12.89,6.88,3.48,2.95,3.32,2.97,3.08,2.95
2004,HASKELL,,,,24.8,23.66,25.07,22.0,19.8,13.1,1.04,5.58,3.61,3.02,1.46,3.47,10.11,14.33,13.0,13.8,10.96,10.14,51.97,66.85,54.03,63.36,54.68,70.1,24.74,26.18,28.66,26.28,24.98,19.06,12.57,18.61,17.11,18.1,14.23,12.72,39.42,40.59,40.63,37.59,37.13,30.73,7.33,17.82,16.35,17.79,12.31,6.07,4.1,3.27,3.19,2.6,2.95,2.98
2005,HASKELL,,,,19.94,25.94,25.57,22.3,20.94,15.67,2.9,1.38,2.78,6.07,0.91,2.22,10.76,12.71,13.37,14.86,11.59,8.76,63.5,53.67,52.79,65.51,52.37,62.79,22.2,28.14,29.18,27.07,26.72,18.32,13.92,16.63,17.68,19.3,15.25,10.41,37.75,39.33,41.92,36.5,39.97,34.7,7.05,17.78,18.58,18.92,14.2,0.96,3.31,3.63,2.83,2.39,2.83,2.81
2006,HASKELL,,,,25.98,28.19,26.76,23.11,19.35,15.63,2.91,0.99,0.5,1.78,2.79,3.23,9.97,10.44,11.62,13.16,9.9,7.98,51.45,42.33,41.64,47.67,55.97,57.85,24.75,29.24,31.21,30.74,22.73,18.26,12.48,13.53,15.4,17.39,12.32,8.87,39.65,41.57,41.77,41.32,35.73,34.27,9.25,16.68,19.75,18.53,11.13,2.68,3.61,3.24,3.35,2.83,2.95,3.24
2007,HASKELL,,,,18.79,21.51,23.73,23.09,19.02,17.76,3.58,5.34,2.16,4.04,1.61,0.34,12.1,14.49,15.09,15.6,13.7,8.24,72.98,70.39,68.97,66.41,67.38,53.08,21.63,25.25,26.42,27.74,25.07,19.97,16.01,18.84,19.66,20.15,18.02,8.93,32.9,36.11,35.41,37.58,33.89,33.75,12.85,14.85,19.13,21.22,14.84,4.73,2.89,2.9,2.37,3.17,2.86,3.43
2008,HASKELL,,,,25.43,26.82,25.33,21.0,19.57,16.77,2.55,3.14,1.54,3.05,2.02,2.21,9.42,12.38,12.93,13.6,10.36,7.52,49.43,49.25,50.48,59.2,56.8,54.86,24.13,29.27,29.46,27.68,23.44,18.36,10.97,16.38,17.1,17.9,13.33,8.01,39.75,41.14,41.11,40.18,36.46,35.16,6.34,19.44,19.6,17.91,12.37,1.56,3.96,4.05,3.31,2.49,2.54,3.24
2009,HASKELL,,,,21.22,24.42,25.49,24.98,17.13,12.53,2.07,2.96,3.92,0.72,3.18,2.62,10.03,12.33,13.03,12.3,11.28,7.98,57.52,48.63,52.26,46.24,62.55,63.31,22.92,29.39,29.25,30.07,23.18,16.5,12.75,16.22,17.16,16.28,14.63,8.48,39.53,41.7,41.5,40.51,37.29,33.54,9.05,14.9,19.29,18.6,9.77,2.18,3.09,3.41,2.89,3.22,3.0,3.46
2010,HASKELL,,,,21.72,25.55,22.33,24.13,19.88,17.05,2.24,2.94,5.02,1.25,4.42,0.96,10.52,14.54,16.04,13.46,13.31,6.91,59.3,59.46,68.7,49.12,64.59,50.56,22.72,28.44,27.49,30.17,25.12,18.62,13.03,18.97,20.6,17.56,17.18,7.21,37.17,39.4,37.79,40.24,36.59,31.37,7.86,19.25,20.92,18.76,9.27,5.12,3.33,3.73,2.92,2.81,2.95,2.7
2011,HASKELL,,,,25.88,28.82,26.61,24.95,20.71,16.28,0.88,0.31,0.1,0.72,0.47,2.93,7.1,9.54,10.86,11.17,7.31,7.23,37.31,32.39,32.41,35.62,35.21,53.35,24.65,32.5,34.11,33.52,26.01,18.58,6.48,12.09,14.36,14.64,7.77,7.34,44.36,45.25,43.32,43.71,39.96,34.45,4.79,20.87,24.91,21.86,13.22,2.19,4.34,4.68,3.37,3.22,2.87,3.33
2012,HASKELL,,,,23.79,26.39,25.64,22.86,18.92,15.45,2.13,2.06,1.41,1.6,4.28,0.42,10.16,12.38,12.34,11.3,9.9,7.56,51.4,51.1,44.78,44.73,52.12,55.9,25.44,28.91,30.9,29.72,24.82,17.54,13.01,16.27,16.39,14.74,12.58,7.6,40.8,43.02,41.8,43.68,41.46,34.69,12.51,15.75,22.03,17.58,12.76,0.7,3.81,3.44,3.17,2.82,3.11,3.21
2013,HASKELL,,,,23.47,26.6,24.21,24.67,19.37,15.35,1.34,3.06,3.43,1.78,2.39,0.86,9.07,12.51,12.6,12.79,11.18,8.16,49.3,52.5,52.43,49.52,52.08,57.65,23.53,28.23,28.44,29.69,26.31,18.7,10.19,16.43,16.32,16.99,14.56,9.02,41.1,41.7,41.0,41.67,40.21,34.09,2.89,16.01,17.65,19.21,10.75,2.66,4.11,3.64,3.12,2.92,2.83,3.39
2014,HASKELL,,,,25.04,25.47,23.36,23.82,17.53,16.8,2.38,3.11,2.25,1.62,3.3,1.0,8.35,13.77,12.66,12.28,12.58,8.31,45.26,59.25,52.17,47.15,64.09,53.38,23.89,27.58,28.71,29.82,24.56,20.6,8.44,18.02,16.76,16.29,16.59,9.84,40.79,39.68,40.0,41.67,39.42,35.91,6.59,14.38,17.52,18.51,10.72,7.91,3.68,4.09,3.13,3.05,2.74,3.13
2015,HASKELL,,,,19.55,25.88,25.91,22.48,19.86,14.81,7.71,3.12,2.76,0.66,0.47,3.56,11.98,14.53,14.51,12.99,11.81,8.38,73.03,65.9,57.83,50.25,51.98,56.4,21.33,26.62,28.93,29.53,27.16,20.04,15.53,19.01,19.0,17.18,15.61,9.91,31.38,36.19,38.94,41.45,37.96,35.6,10.09,15.61,16.42,16.93,17.59,5.63,3.47,3.05,3.34,3.01,3.08,2.95
2016,HASKELL,,,,22.61,25.16,26.4,22.15,19.36,16.99,5.09,2.32,1.26,3.3,4.02,1.1,11.24,14.63,14.13,14.17,13.65,10.04,67.23,66.86,50.48,60.43,67.9,62.78,21.69,26.42,30.86,27.88,24.65,21.04,14.16,19.07,18.56,18.51,17.7,12.92,35.44,38.01,39.97,39.5,36.45,34.48,7.06,14.69,22.19,17.89,11.28,9.4,3.56,3.14,3.73,3.03,2.9,3.45
2017,HASKELL,,,,25.35,25.17,25.56,21.03,18.09,17.55,2.34,2.91,2.26,2.61,3.46,0.4,8.64,13.6,13.95,14.15,10.88,7.98,49.66,59.44,52.46,59.96,54.89,54.48,22.77,27.54,30.08,27.73,25.29,18.28,10.18,17.89,18.38,18.47,14.1,7.83,38.05,40.91,40.29,37.93,39.85,32.8,6.12,17.34,21.41,16.65,14.97,0.88,3.69,3.34,2.72,2.66,3.06,3.5
2018,HASKELL,,,,26.25,27.13,24.49,23.3,16.62,12.1,1.96,2.3,1.13,1.51,5.22,8.22,10.94,13.28,12.09,12.81,13.71,9.91,49.43,48.98,43.95,49.82,72.98,77.21,27.24,30.44,31.0,29.58,23.7,16.75,14.16,17.45,16.01,16.92,17.95,12.32,42.59,41.59,43.75,39.15,36.99,33.11,12.46,20.94,20.47,20.04,9.15,0.88,3.9,3.89,2.92,3.18,2.68,3.04
2019,HASKELL,,,,20.98,25.83,26.9,23.66,19.98,16.18,5.25,2.83,0.78,0.45,1.99,0.18,12.11,14.32,13.83,13.93,13.39,6.69,72.66,67.82,55.27,48.03,54.42,48.52,21.44,25.78,28.78,31.7,28.53,17.35,15.62,18.61,18.0,18.3,17.66,5.21,33.52,39.11,39.13,43.48,38.23,34.42,7.17,15.25,18.01,22.44,21.49,-5.11,3.54,3.17,3.1,3.27,3.07,3.62
2020,HASKELL,,,,26.11,27.71,25.24,23.99,18.06,15.96,2.24,2.57,1.09,0.76,4.88,0.55,10.11,12.59,13.4,11.91,11.65,6.6,52.63,53.52,47.48,42.92,67.05,52.94,24.52,27.82,31.36,30.99,22.36,17.26,12.68,16.1,17.54,15.79,14.83,6.07,41.58,39.46,44.78,44.46,36.36,38.18,8.46,14.8,21.92,20.02,8.52,-1.69,3.59,3.76,3.25,3.0,2.71,3.46
2021,HASKELL,,,,20.71,25.33,24.93,22.86,20.56,17.55,5.14,3.22,2.24,1.33,0.61,1.12,11.59,14.87,14.95,14.25,10.78,8.27,71.21,66.68,62.62,57.23,47.27,51.67,21.19,26.87,28.08,28.82,27.08,20.87,15.06,19.28,19.47,18.66,13.7,9.25,35.71,39.18,39.64,39.84,40.01,36.18,8.61,14.22,19.33,17.42,12.6,7.01,3.56,2.94,2.46,3.09,2.91,3.47
