Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M3_ALLSKY_SFC_SW_DWN,M4_ALLSKY_SFC_SW_DWN,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M3_PRECTOTCORR,M4_PRECTOTCORR,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M3_QV2M,M4_QV2M,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M3_RH2M,M4_RH2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M3_T2M,M4_T2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M3_T2MDEW,M4_T2MDEW,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M3_T2M_MAX,M4_T2M_MAX,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M3_T2M_MIN,M4_T2M_MIN,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M3_WS2M,M4_WS2M,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M
2005,LIMESTONE,,,,17.07,20.91,21.21,25.04,23.28,21.55,1.82,0.87,3.34,0.28,1.96,4.91,7.34,9.36,12.51,13.9,14.86,16.64,77.02,72.69,72.68,58.04,58.65,70.04,13.18,17.81,22.88,29.13,30.17,28.64,8.73,12.24,17.05,18.85,19.94,21.88,26.79,30.44,36.86,40.15,40.76,37.48,0.36,4.03,6.9,19.04,20.35,21.8,2.91,3.33,2.36,2.26,1.94,1.82
2006,LIMESTONE,,,,15.2,20.86,22.93,25.16,22.97,23.62,3.42,2.29,2.43,2.09,0.95,0.71,8.51,11.03,12.59,13.01,15.28,14.74,69.37,69.54,67.98,57.44,62.33,54.55,16.72,21.68,24.22,28.22,29.46,31.31,10.07,14.98,17.0,17.67,20.51,19.82,30.08,36.82,35.35,38.37,41.1,40.57,-1.42,7.92,11.2,17.36,19.24,19.6,3.5,3.19,2.95,2.44,2.79,2.75
2007,LIMESTONE,,,,15.61,18.4,18.39,20.3,20.31,22.43,6.72,1.79,8.51,6.36,4.48,1.29,9.74,9.63,14.22,17.26,17.61,18.37,78.35,78.0,83.78,85.05,85.15,79.74,16.6,16.55,22.39,25.38,25.75,27.71,12.3,12.36,19.28,22.51,22.89,23.59,27.08,27.42,29.63,31.72,32.37,35.1,-3.04,-0.33,11.9,17.9,18.98,21.61,3.07,2.83,2.42,2.37,2.0,2.02
2008,LIMESTONE,,,,16.14,20.53,21.45,24.97,25.4,21.02,3.8,2.97,3.68,0.64,0.79,4.99,8.13,9.74,12.98,14.19,13.67,15.88,74.96,70.44,70.9,57.05,52.88,67.19,14.5,18.71,23.58,29.82,30.58,28.68,9.52,12.44,17.3,19.25,18.61,21.11,29.07,31.12,34.58,38.89,41.08,41.67,-5.05,3.1,10.06,20.94,20.11,21.29,3.83,3.4,3.04,3.58,2.78,2.13
2009,LIMESTONE,,,,15.24,19.74,21.53,25.66,22.95,23.0,3.87,5.43,1.66,0.76,2.23,0.84,7.64,9.1,13.15,13.61,14.4,14.23,69.03,68.01,73.95,55.09,53.46,54.33,15.16,18.08,23.34,29.86,31.28,30.66,8.66,11.03,17.81,18.52,19.48,19.31,30.32,32.46,33.51,41.61,41.01,39.71,-1.94,0.21,10.17,15.37,22.23,20.79,3.61,3.65,2.48,3.0,2.44,2.63
2010,LIMESTONE,,,,18.29,20.14,22.94,23.05,22.85,24.1,3.08,2.12,1.35,4.12,3.15,0.57,6.72,10.3,13.44,16.58,16.77,14.73,76.57,76.47,71.07,71.53,69.41,52.05,11.92,18.47,24.35,28.16,29.08,31.99,7.42,13.81,18.14,21.83,22.02,19.73,25.73,29.01,35.43,37.43,38.9,42.32,-1.55,5.24,10.89,19.83,22.75,20.01,3.2,3.09,2.7,2.58,2.49,2.42
2011,LIMESTONE,,,,17.33,21.86,22.72,27.21,25.42,24.25,0.23,1.18,2.18,1.43,0.11,0.21,7.56,9.98,11.34,13.16,13.12,12.39,64.39,56.44,60.51,49.97,43.54,38.42,16.68,23.18,24.38,31.13,33.19,34.55,8.76,12.25,14.83,17.9,18.02,17.03,34.04,35.34,38.68,42.16,42.21,44.07,-0.6,5.56,7.36,21.15,24.79,25.6,3.38,4.3,3.97,3.48,2.79,2.73
2012,LIMESTONE,,,,15.2,21.49,22.75,25.11,23.96,22.64,5.94,0.83,2.51,2.09,2.4,1.68,10.24,11.53,13.45,14.4,15.43,13.92,79.6,76.24,71.6,63.03,63.96,54.35,17.4,20.48,24.52,28.25,29.27,30.54,13.45,15.72,18.42,19.43,20.66,18.89,28.31,30.37,35.62,42.34,40.67,41.53,2.54,8.02,13.85,15.41,22.04,19.56,3.22,3.02,2.69,2.42,2.5,2.66
2013,LIMESTONE,,,,18.5,18.89,20.78,25.66,22.67,23.5,1.55,1.73,3.23,1.03,3.07,0.59,6.74,9.25,12.0,13.53,14.0,13.87,67.25,69.71,67.95,56.41,58.24,52.72,13.48,18.04,22.81,29.38,29.29,30.84,6.59,11.61,15.62,18.4,18.82,18.92,28.09,32.7,35.49,43.6,41.37,41.04,-1.74,2.68,5.07,15.64,20.25,18.54,3.39,3.29,3.4,2.68,2.56,2.33
2014,LIMESTONE,,,,15.68,20.28,22.0,21.76,23.47,22.72,1.11,1.28,5.54,4.04,1.82,1.03,6.9,9.02,11.79,16.48,14.88,14.37,74.71,67.64,69.66,76.01,64.51,56.92,12.01,18.42,22.47,26.78,28.48,30.13,7.13,11.25,15.57,21.75,20.11,19.41,27.72,34.12,33.43,35.29,38.81,39.83,-8.0,0.93,7.41,15.93,18.85,19.1,3.19,3.31,3.21,3.13,2.2,2.66
2015,LIMESTONE,,,,13.29,17.59,16.88,23.85,26.57,23.18,3.08,4.45,8.7,4.17,0.09,0.74,8.56,11.77,15.16,17.21,16.32,13.75,81.54,79.26,86.04,81.31,68.61,53.19,14.04,20.05,22.9,26.19,28.94,30.72,10.6,15.92,20.26,22.48,21.58,18.66,26.85,30.27,30.05,32.85,39.67,42.37,-3.87,7.73,12.32,15.78,20.82,20.72,2.58,2.77,3.0,2.33,3.05,2.34
2016,LIMESTONE,,,,17.53,18.54,18.82,24.58,25.63,20.24,4.4,6.32,5.84,3.63,0.87,6.48,9.17,11.0,14.03,17.22,17.22,16.83,77.86,77.34,83.43,80.6,70.77,73.24,16.06,19.25,21.95,26.32,28.99,28.29,11.75,14.75,18.79,22.43,22.49,22.08,28.72,29.3,30.97,32.94,37.69,40.45,0.6,4.66,8.82,17.25,22.13,21.97,3.3,2.71,2.66,2.15,3.03,2.26
2017,LIMESTONE,,,,16.95,19.96,21.28,22.69,24.73,19.9,2.22,4.98,2.9,3.76,1.43,4.92,9.59,11.17,12.07,16.0,15.68,15.97,74.22,75.03,70.37,73.41,61.93,67.34,17.71,19.96,22.63,26.99,30.06,28.74,12.44,14.86,16.24,21.26,20.89,21.2,28.46,31.14,33.27,37.85,40.72,39.07,2.81,7.8,8.36,19.15,22.66,20.57,3.29,3.16,3.02,2.59,2.43,2.95
2018,LIMESTONE,,,,17.17,20.83,23.04,24.81,24.62,23.05,2.47,0.94,2.14,0.77,0.71,2.01,8.65,8.21,13.4,15.17,13.3,14.53,70.94,66.13,65.32,60.05,49.4,56.81,16.73,17.26,26.27,30.08,31.96,30.34,10.65,9.96,18.28,20.34,18.02,19.49,29.67,30.38,38.17,39.75,45.61,40.27,2.28,2.97,13.63,22.0,22.34,22.07,3.13,3.39,2.63,3.42,2.63,2.72
2019,LIMESTONE,,,,16.0,19.2,19.39,22.72,25.94,22.68,0.96,5.57,5.34,4.81,0.62,0.68,7.43,10.69,14.87,17.21,16.53,15.85,74.1,78.4,83.5,81.72,70.89,57.71,13.19,18.48,23.01,26.0,28.18,31.46,8.18,14.25,19.86,22.38,21.7,21.08,26.4,29.27,30.88,33.45,37.67,40.73,-4.89,3.13,10.93,17.66,18.62,24.31,3.14,3.29,2.94,2.41,2.64,2.29
2020,LIMESTONE,,,,12.18,19.18,22.47,24.34,23.63,24.27,4.2,3.26,3.37,3.7,1.75,0.35,10.78,10.31,13.06,14.66,16.66,13.73,80.7,76.83,74.31,66.12,66.89,50.03,18.24,18.2,23.08,27.55,29.56,31.6,14.49,13.59,17.71,19.5,21.9,18.57,29.65,32.16,33.75,39.2,39.95,42.17,5.26,3.38,10.0,16.76,21.54,20.67,2.99,2.84,2.88,2.74,2.65,2.56
2021,LIMESTONE,,,,17.46,17.62,17.26,22.05,21.85,22.44,1.28,2.17,6.74,2.73,3.69,2.23,7.62,9.2,13.87,17.08,17.19,16.61,67.61,66.13,80.54,79.23,75.6,68.35,15.83,19.02,22.71,26.6,27.79,29.15,8.87,11.44,18.76,22.31,22.49,21.87,29.75,32.65,32.65,35.01,37.37,38.38,2.67,4.06,11.41,17.88,21.19,21.44,3.47,3.19,2.95,2.26,2.03,2.36
2022,LIMESTONE,,,,18.19,19.46,23.9,26.64,26.9,20.71,1.59,1.74,2.41,0.82,0.24,3.16,6.34,9.93,13.28,13.32,13.48,15.58,59.73,62.43,63.78,50.12,44.03,59.91,14.68,21.35,26.56,31.35,33.85,30.77,5.5,12.59,18.01,18.08,18.42,20.68,31.05,34.01,38.24,41.82,44.03,41.42,-4.36,6.37,12.3,21.05,24.73,23.22,3.43,3.95,3.5,2.71,3.07,2.49
2023,LIMESTONE,,,,15.0,17.24,20.1,24.05,25.82,25.48,1.39,3.75,4.13,1.69,0.13,0.48,8.82,9.53,13.98,16.59,13.34,12.08,70.02,70.44,78.85,67.83,45.48,38.21,16.86,18.78,23.22,29.23,33.17,34.49,10.55,12.41,18.97,21.71,18.11,16.42,32.25,34.12,31.86,41.66,43.47,44.5,0.67,9.33,11.97,19.25,23.71,22.02,3.38,3.16,1.86,2.31,2.65,2.77
2024,LIMESTONE,,,,15.58,17.17,17.68,24.59,22.79,23.66,2.66,4.98,10.54,2.31,3.61,0.45,9.43,11.85,16.81,18.04,16.6,15.21,77.08,76.59,85.48,79.19,71.43,58.72,16.69,20.49,24.67,27.42,28.27,30.66,12.22,15.71,21.91,23.2,21.87,20.35,28.83,30.93,32.92,35.37,38.0,42.63,3.67,7.25,16.29,20.46,21.14,22.6,2.87,3.33,2.54,2.16,2.16,2.12
2025,LIMESTONE,,,,18.69,18.18,20.88,23.7,22.52,21.87,1.57,3.28,5.15,4.91,3.93,2.67,7.83,11.13,13.84,17.45,16.22,15.3,61.68,67.09,73.3,77.5,70.64,60.5,17.89,22.08,24.4,27.45,28.18,30.09,8.96,14.52,18.6,22.72,21.41,20.49,33.2,34.18,36.62,35.17,39.64,39.65,3.27,2.8,10.91,19.2,20.99,22.04,3.49,3.38,2.71,2.57,2.33,1.72
2000,FALLS,,,,16.26,19.71,21.28,20.94,25.75,24.75,2.63,3.08,4.0,5.39,0.18,0.16,8.76,9.27,14.15,15.7,12.55,12.19,72.78,67.37,73.31,74.07,45.91,42.68,16.6,19.24,24.83,26.52,31.72,32.57,10.92,11.94,19.02,20.91,17.27,16.77,30.4,34.49,36.62,36.05,42.7,43.32,1.84,3.52,11.85,14.34,21.82,23.57,3.13,3.18,3.49,2.91,2.7,2.72
2001,FALLS,,,,13.64,17.75,22.19,24.43,25.71,21.0,3.97,0.73,3.35,3.27,0.52,4.09,6.8,11.95,13.94,15.2,15.26,14.41,80.96,80.12,78.39,72.96,58.31,56.55,11.21,19.99,23.18,26.24,30.76,30.5,7.73,16.15,18.85,20.38,20.52,19.48,23.94,29.47,32.11,35.31,40.91,41.64,2.2,7.13,10.51,17.02,20.04,21.46,2.67,3.44,2.87,2.81,2.75,2.69
2002,FALLS,,,,14.62,17.05,22.0,23.38,22.81,21.64,2.22,1.58,2.62,2.82,3.17,0.75,7.88,12.12,12.02,14.24,16.67,15.12,75.23,76.61,64.53,63.55,72.3,59.93,13.14,21.1,24.31,27.85,28.18,30.01,8.35,16.42,16.16,19.23,21.99,20.25,27.91,35.35,36.71,37.14,38.42,40.29,-5.95,7.21,9.58,17.75,21.68,21.41,3.81,3.32,3.49,2.32,2.43,2.56
2003,FALLS,,,,15.96,20.55,18.88,22.18,24.2,21.28,1.17,0.8,1.64,3.97,1.61,1.94,7.76,10.3,13.73,15.38,15.56,14.81,78.05,73.54,69.7,70.25,63.45,57.65,13.45,19.05,25.3,27.12,29.56,30.46,9.32,13.61,18.52,20.53,20.83,19.97,25.29,30.49,38.95,37.15,40.09,43.33,-1.72,1.56,14.83,16.83,22.41,19.84,2.79,3.27,2.95,2.29,2.47,2.22
2004,FALLS,,,,15.83,17.25,20.37,19.48,24.57,22.76,1.62,5.67,2.67,9.06,2.17,3.17,9.24,10.53,14.04,17.12,16.64,15.09,75.33,77.23,78.7,83.76,74.52,68.26,17.01,18.73,23.17,25.61,27.33,27.22,12.04,14.23,18.87,22.43,21.89,20.06,26.99,29.75,34.57,34.78,35.73,38.08,3.22,5.19,7.63,19.49,19.34,16.95,3.07,3.18,3.34,2.36,2.32,2.14
2005,FALLS,,,,17.07,20.91,21.21,25.04,23.28,21.55,1.82,0.87,3.34,0.28,1.96,4.91,7.34,9.36,12.51,13.9,14.86,16.64,77.02,72.69,72.68,58.04,58.65,70.04,13.18,17.81,22.88,29.13,30.17,28.64,8.73,12.24,17.05,18.85,19.94,21.88,26.79,30.44,36.86,40.15,40.76,37.48,0.36,4.03,6.9,19.04,20.35,21.8,2.91,3.33,2.36,2.26,1.94,1.82
2006,FALLS,,,,15.2,20.86,22.93,25.16,22.97,23.62,3.42,2.29,2.43,2.09,0.95,0.71,8.51,11.03,12.59,13.01,15.28,14.74,69.37,69.54,67.98,57.44,62.33,54.55,16.72,21.68,24.22,28.22,29.46,31.31,10.07,14.98,17.0,17.67,20.51,19.82,30.08,36.82,35.35,38.37,41.1,40.57,-1.42,7.92,11.2,17.36,19.24,19.6,3.5,3.19,2.95,2.44,2.79,2.75
2007,FALLS,,,,15.61,18.4,18.39,20.3,20.31,22.43,6.72,1.79,8.51,6.36,4.48,1.29,9.74,9.63,14.22,17.26,17.61,18.37,78.35,78.0,83.78,85.05,85.15,79.74,16.6,16.55,22.39,25.38,25.75,27.71,12.3,12.36,19.28,22.51,22.89,23.59,27.08,27.42,29.63,31.72,32.37,35.1,-3.04,-0.33,11.9,17.9,18.98,21.61,3.07,2.83,2.42,2.37,2.0,2.02
2008,FALLS,,,,16.14,20.53,21.45,24.97,25.4,21.02,3.8,2.97,3.68,0.64,0.79,4.99,8.13,9.74,12.98,14.19,13.67,15.88,74.96,70.44,70.9,57.05,52.88,67.19,14.5,18.71,23.58,29.82,30.58,28.68,9.52,12.44,17.3,19.25,18.61,21.11,29.07,31.12,34.58,38.89,41.08,41.67,-5.05,3.1,10.06,20.94,20.11,21.29,3.83,3.4,3.04,3.58,2.78,2.13
2009,FALLS,,,,15.24,19.74,21.53,25.66,22.95,23.0,3.87,5.43,1.66,0.76,2.23,0.84,7.64,9.1,13.15,13.61,14.4,14.23,69.03,68.01,73.95,55.09,53.46,54.33,15.16,18.08,23.34,29.86,31.28,30.66,8.66,11.03,17.81,18.52,19.48,19.31,30.32,32.46,33.51,41.61,41.01,39.71,-1.94,0.21,10.17,15.37,22.23,20.79,3.61,3.65,2.48,3.0,2.44,2.63
2010,FALLS,,,,18.29,20.14,22.94,23.05,22.85,24.1,3.08,2.12,1.35,4.12,3.15,0.57,6.72,10.3,13.44,16.58,16.77,14.73,76.57,76.47,71.07,71.53,69.41,52.05,11.92,18.47,24.35,28.16,29.08,31.99,7.42,13.81,18.14,21.83,22.02,19.73,25.73,29.01,35.43,37.43,38.9,42.32,-1.55,5.24,10.89,19.83,22.75,20.01,3.2,3.09,2.7,2.58,2.49,2.42
2011,FALLS,,,,17.33,21.86,22.72,27.21,25.42,24.25,0.23,1.18,2.18,1.43,0.11,0.21,7.56,9.98,11.34,13.16,13.12,12.39,64.39,56.44,60.51,49.97,43.54,38.42,16.68,23.18,24.38,31.13,33.19,34.55,8.76,12.25,14.83,17.9,18.02,17.03,34.04,35.34,38.68,42.16,42.21,44.07,-0.6,5.56,7.36,21.15,24.79,25.6,3.38,4.3,3.97,3.48,2.79,2.73
2012,FALLS,,,,15.2,21.49,22.75,25.11,23.96,22.64,5.94,0.83,2.51,2.09,2.4,1.68,10.24,11.53,13.45,14.4,15.43,13.92,79.6,76.24,71.6,63.03,63.96,54.35,17.4,20.48,24.52,28.25,29.27,30.54,13.45,15.72,18.42,19.43,20.66,18.89,28.31,30.37,35.62,42.34,40.67,41.53,2.54,8.02,13.85,15.41,22.04,19.56,3.22,3.02,2.69,2.42,2.5,2.66
2013,FALLS,,,,18.5,18.89,20.78,25.66,22.67,23.5,1.55,1.73,3.23,1.03,3.07,0.59,6.74,9.25,12.0,13.53,14.0,13.87,67.25,69.71,67.95,56.41,58.24,52.72,13.48,18.04,22.81,29.38,29.29,30.84,6.59,11.61,15.62,18.4,18.82,18.92,28.09,32.7,35.49,43.6,41.37,41.04,-1.74,2.68,5.07,15.64,20.25,18.54,3.39,3.29,3.4,2.68,2.56,2.33
2014,FALLS,,,,15.68,20.28,22.0,21.76,23.47,22.72,1.11,1.28,5.54,4.04,1.82,1.03,6.9,9.02,11.79,16.48,14.88,14.37,74.71,67.64,69.66,76.01,64.51,56.92,12.01,18.42,22.47,26.78,28.48,30.13,7.13,11.25,15.57,21.75,20.11,19.41,27.72,34.12,33.43,35.29,38.81,39.83,-8.0,0.93,7.41,15.93,18.85,19.1,3.19,3.31,3.21,3.13,2.2,2.66
2015,FALLS,,,,13.29,17.59,16.88,23.85,26.57,23.18,3.08,4.45,8.7,4.17,0.09,0.74,8.56,11.77,15.16,17.21,16.32,13.75,81.54,79.26,86.04,81.31,68.61,53.19,14.04,20.05,22.9,26.19,28.94,30.72,10.6,15.92,20.26,22.48,21.58,18.66,26.85,30.27,30.05,32.85,39.67,42.37,-3.87,7.73,12.32,15.78,20.82,20.72,2.58,2.77,3.0,2.33,3.05,2.34
2016,FALLS,,,,17.53,18.54,18.82,24.58,25.63,20.24,4.4,6.32,5.84,3.63,0.87,6.48,9.17,11.0,14.03,17.22,17.22,16.83,77.86,77.34,83.43,80.6,70.77,73.24,16.06,19.25,21.95,26.32,28.99,28.29,11.75,14.75,18.79,22.43,22.49,22.08,28.72,29.3,30.97,32.94,37.69,40.45,0.6,4.66,8.82,17.25,22.13,21.97,3.3,2.71,2.66,2.15,3.03,2.26
2017,FALLS,,,,16.95,19.96,21.28,22.69,24.73,19.9,2.22,4.98,2.9,3.76,1.43,4.92,9.59,11.17,12.07,16.0,15.68,15.97,74.22,75.03,70.37,73.41,61.93,67.34,17.71,19.96,22.63,26.99,30.06,28.74,12.44,14.86,16.24,21.26,20.89,21.2,28.46,31.14,33.27,37.85,40.72,39.07,2.81,7.8,8.36,19.15,22.66,20.57,3.29,3.16,3.02,2.59,2.43,2.95
2018,FALLS,,,,17.17,20.83,23.04,24.81,24.62,23.05,2.47,0.94,2.14,0.77,0.71,2.01,8.65,8.21,13.4,15.17,13.3,14.53,70.94,66.13,65.32,60.05,49.4,56.81,16.73,17.26,26.27,30.08,31.96,30.34,10.65,9.96,18.28,20.34,18.02,19.49,29.67,30.38,38.17,39.75,45.61,40.27,2.28,2.97,13.63,22.0,22.34,22.07,3.13,3.39,2.63,3.42,2.63,2.72
2019,FALLS,,,,16.0,19.2,19.39,22.72,25.94,22.68,0.96,5.57,5.34,4.81,0.62,0.68,7.43,10.69,14.87,17.21,16.53,15.85,74.1,78.4,83.5,81.72,70.89,57.71,13.19,18.48,23.01,26.0,28.18,31.46,8.18,14.25,19.86,22.38,21.7,21.08,26.4,29.27,30.88,33.45,37.67,40.73,-4.89,3.13,10.93,17.66,18.62,24.31,3.14,3.29,2.94,2.41,2.64,2.29
2020,FALLS,,,,12.18,19.18,22.47,24.34,23.63,24.27,4.2,3.26,3.37,3.7,1.75,0.35,10.78,10.31,13.06,14.66,16.66,13.73,80.7,76.83,74.31,66.12,66.89,50.03,18.24,18.2,23.08,27.55,29.56,31.6,14.49,13.59,17.71,19.5,21.9,18.57,29.65,32.16,33.75,39.2,39.95,42.17,5.26,3.38,10.0,16.76,21.54,20.67,2.99,2.84,2.88,2.74,2.65,2.56
2021,FALLS,,,,17.46,17.62,17.26,22.05,21.85,22.44,1.28,2.17,6.74,2.73,3.69,2.23,7.62,9.2,13.87,17.08,17.19,16.61,67.61,66.13,80.54,79.23,75.6,68.35,15.83,19.02,22.71,26.6,27.79,29.15,8.87,11.44,18.76,22.31,22.49,21.87,29.75,32.65,32.65,35.01,37.37,38.38,2.67,4.06,11.41,17.88,21.19,21.44,3.47,3.19,2.95,2.26,2.03,2.36
2022,FALLS,,,,18.19,19.46,23.9,26.64,26.9,20.71,1.59,1.74,2.41,0.82,0.24,3.16,6.34,9.93,13.28,13.32,13.48,15.58,59.73,62.43,63.78,50.12,44.03,59.91,14.68,21.35,26.56,31.35,33.85,30.77,5.5,12.59,18.01,18.08,18.42,20.68,31.05,34.01,38.24,41.82,44.03,41.42,-4.36,6.37,12.3,21.05,24.73,23.22,3.43,3.95,3.5,2.71,3.07,2.49
2023,FALLS,,,,15.0,17.24,20.1,24.05,25.82,25.48,1.39,3.75,4.13,1.69,0.13,0.48,8.82,9.53,13.98,16.59,13.34,12.08,70.02,70.44,78.85,67.83,45.48,38.21,16.86,18.78,23.22,29.23,33.17,34.49,10.55,12.41,18.97,21.71,18.11,16.42,32.25,34.12,31.86,41.66,43.47,44.5,0.67,9.33,11.97,19.25,23.71,22.02,3.38,3.16,1.86,2.31,2.65,2.77
2024,FALLS,,,,15.58,17.17,17.68,24.59,22.79,23.66,2.66,4.98,10.54,2.31,3.61,0.45,9.43,11.85,16.81,18.04,16.6,15.21,77.08,76.59,85.48,79.19,71.43,58.72,16.69,20.49,24.67,27.42,28.27,30.66,12.22,15.71,21.91,23.2,21.87,20.35,28.83,30.93,32.92,35.37,38.0,42.63,3.67,7.25,16.29,20.46,21.14,22.6,2.87,3.33,2.54,2.16,2.16,2.12
2025,FALLS,,,,18.69,18.18,20.88,23.7,22.52,21.87,1.57,3.28,5.15,4.91,3.93,2.67,7.83,11.13,13.84,17.45,16.22,15.3,61.68,67.09,73.3,77.5,70.64,60.5,17.89,22.08,24.4,27.45,28.18,30.09,8.96,14.52,18.6,22.72,21.41,20.49,33.2,34.18,36.62,35.17,39.64,39.65,3.27,2.8,10.91,19.2,20.99,22.04,3.49,3.38,2.71,2.57,2.33,1.72
2000,JACKSON,,,,17.26,21.56,22.88,23.4,26.15,23.51,2.47,2.56,5.0,3.82,0.74,0.71,11.22,11.29,16.14,16.95,15.33,15.95,76.42,71.11,79.33,76.86,62.35,64.21,20.0,21.71,25.83,27.43,30.22,30.2,15.09,15.25,21.55,22.41,20.59,21.33,32.63,34.74,33.99,36.34,41.59,42.39,4.43,6.7,14.65,18.93,23.14,23.49,3.32,3.01,3.29,3.02,2.74,2.33
2001,JACKSON,,,,15.47,19.4,24.08,24.27,24.16,20.81,2.86,0.44,3.16,2.02,1.04,7.99,8.11,12.87,14.45,16.02,16.45,16.64,79.42,75.83,73.44,69.03,65.25,66.89,14.37,22.81,25.63,28.66,30.27,30.03,10.52,17.62,19.64,21.42,21.85,22.02,26.03,32.99,35.91,38.53,40.73,40.67,3.62,9.4,15.01,21.06,23.21,23.27,2.65,3.52,3.07,2.7,2.62,2.75
2002,JACKSON,,,,15.74,19.8,23.3,23.76,23.51,22.21,0.67,1.9,1.33,3.32,5.03,1.84,9.22,13.34,13.55,15.51,18.67,18.1,71.39,74.7,65.07,64.53,82.7,76.44,17.01,23.76,26.52,29.39,27.56,28.63,10.97,18.29,18.22,20.84,24.08,23.5,32.19,37.01,37.23,39.72,34.12,37.63,-3.2,11.84,12.2,21.2,23.02,22.16,3.78,3.48,3.78,2.76,2.37,2.23
2003,JACKSON,,,,14.93,17.69,21.94,23.87,20.91,23.07,1.17,0.31,0.34,3.51,5.67,1.68,9.43,11.99,14.95,17.04,18.48,17.53,81.96,77.04,68.2,71.7,81.5,74.43,15.9,21.09,27.8,28.86,27.66,28.61,12.56,16.3,20.19,22.38,23.91,22.98,26.73,34.76,38.37,38.38,34.18,38.99,1.07,4.46,20.0,19.38,22.78,20.22,2.51,3.09,3.25,2.35,2.2,2.02
2004,JACKSON,,,,16.59,19.17,21.97,21.28,25.29,22.56,1.29,5.34,5.55,7.94,1.82,2.44,10.82,12.12,15.16,18.52,17.92,16.62,77.62,79.78,82.12,85.18,78.15,70.92,19.58,20.63,23.85,26.85,27.96,28.53,14.94,16.66,20.34,23.92,23.36,21.87,30.71,29.95,37.1,35.38,35.15,37.19,7.14,6.42,10.08,22.31,21.2,18.57,2.88,3.08,3.15,2.41,2.09,2.38
2005,JACKSON,,,,17.65,20.95,23.53,26.39,23.89,23.15,3.47,0.72,4.48,0.29,3.73,1.13,9.82,10.83,13.92,15.8,17.35,17.74,81.95,74.15,75.38,67.44,69.09,71.83,16.56,20.08,24.3,28.91,30.08,29.44,13.26,14.75,18.99,21.16,22.72,23.15,28.03,33.4,36.14,39.19,41.86,38.41,3.33,5.67,9.65,21.06,21.96,23.07,2.74,3.06,2.5,2.64,2.25,1.93
2006,JACKSON,,,,17.11,20.83,23.25,24.11,21.27,23.02,0.86,0.73,4.08,3.57,5.15,1.0,10.16,12.31,13.84,15.92,18.26,18.03,69.3,68.06,67.51,73.67,80.99,76.01,19.91,24.33,26.44,27.2,27.61,28.62,12.88,16.77,18.58,21.35,23.69,23.43,31.31,36.98,39.75,37.48,35.67,36.12,1.66,12.25,13.84,19.71,22.61,21.47,3.54,3.27,3.21,2.11,2.01,2.05
2007,JACKSON,,,,16.91,17.2,20.62,22.21,18.06,21.39,5.76,2.65,4.33,3.37,11.07,4.26,11.03,11.31,14.7,17.59,18.93,19.34,81.26,81.23,80.95,80.46,88.71,84.8,18.39,18.78,23.83,27.04,26.42,27.6,14.73,15.25,20.02,23.04,24.3,24.65,27.38,28.46,32.06,35.23,32.03,34.57,0.91,1.7,16.7,19.82,21.96,23.27,3.08,2.9,2.59,2.38,1.98,1.81
2008,JACKSON,,,,17.57,21.37,21.27,25.46,23.15,20.23,1.86,1.91,0.41,1.08,2.85,3.64,9.49,11.03,13.96,15.79,16.36,17.6,73.76,68.34,67.36,63.19,70.55,74.41,17.56,21.76,26.44,29.98,28.63,28.71,12.1,14.4,18.76,21.24,21.81,23.0,31.41,33.15,37.67,39.59,39.41,38.63,0.22,6.66,14.48,23.06,22.07,22.72,3.81,3.43,3.54,3.57,2.74,2.15
2009,JACKSON,,,,17.4,20.06,22.9,26.45,24.82,23.83,1.72,4.04,2.01,0.29,1.05,1.79,9.08,10.55,14.48,15.4,16.3,16.6,69.53,67.24,72.18,63.62,61.48,65.61,18.06,21.22,25.77,29.52,31.25,30.21,11.16,13.41,19.57,20.75,21.69,22.0,31.87,32.83,34.15,40.99,40.39,41.0,1.54,5.33,12.92,17.5,24.2,22.96,3.41,3.79,2.79,3.11,3.12,2.42
2010,JACKSON,,,,18.78,19.4,23.16,24.43,21.76,23.3,1.65,1.52,3.79,3.44,6.74,1.16,8.15,11.61,15.04,17.92,19.06,17.72,77.93,76.97,74.91,75.82,81.71,70.61,14.6,20.75,25.84,28.61,28.1,29.82,10.44,15.96,20.18,23.28,24.39,23.03,26.45,32.98,35.54,37.69,35.11,38.55,0.02,6.97,13.8,19.45,22.53,21.32,2.81,3.31,3.0,2.72,2.33,2.02
